Elapsed_Time_s,Recording_Time_s,Voltage_V,Current_A
12.0380,10.3519,0.6485,0.007485
12.0540,10.3519,0.9366,0.010206
12.0690,10.3850,1.1525,0.012502
12.0850,10.3850,1.3474,0.013566
12.1010,10.4142,1.5700,0.015719
12.1160,10.4142,1.8362,0.019266
12.1320,10.4438,2.0875,0.021833
12.1470,10.4438,2.2375,0.023301
12.1630,10.4731,2.5020,0.025990
12.1790,10.5023,2.6769,0.027032
12.1940,10.5023,2.8889,0.029796
12.2090,10.5322,3.0953,0.030973
12.2250,10.5322,3.2732,0.033614
12.2410,10.5614,3.4970,0.035619
12.2560,10.5614,3.6837,0.037568
12.2720,10.5893,3.8452,0.039197
12.2870,10.5893,3.9286,0.039574
12.3030,10.6190,4.1352,0.041599
12.3180,10.6190,4.2125,0.042610
12.3340,10.6492,4.3673,0.044368
12.3490,10.6492,4.4496,0.045214
12.3650,10.6801,4.6094,0.046548
12.3800,10.6801,4.6596,0.046756
12.3960,10.7095,4.7822,0.048121
12.4110,10.7095,4.8131,0.048262
12.4270,10.7324,4.9147,0.049313
12.4430,10.7334,4.9912,0.050340
12.4580,10.7334,5.0467,0.050904
12.4740,10.7909,5.0574,0.051010
12.4890,10.7909,5.0129,0.051094
12.5050,10.8219,5.0862,0.051041
12.5210,10.8219,5.0359,0.050841
12.5360,10.8521,5.0199,0.050575
12.5510,10.8521,4.9613,0.050575
12.5670,10.8827,4.9617,0.049888
12.5820,10.8827,4.8632,0.048953
12.5970,10.9118,4.7780,0.048175
12.6130,10.9118,4.7449,0.048394
12.6280,10.9408,4.6548,0.047474
12.6440,10.9418,4.5354,0.045678
12.6590,10.9657,4.4347,0.044876
12.6750,10.9657,4.3338,0.043389
12.6910,10.9657,4.1458,0.041589
12.7060,11.0237,4.0766,0.041017
12.7220,11.0237,3.9049,0.039162
12.7370,11.0537,3.7412,0.037928
12.7530,11.0537,3.5693,0.036437
12.7690,11.0837,3.3295,0.033986
12.7850,11.0837,3.1282,0.032215
12.8000,11.1135,2.9509,0.030106
12.8160,11.1135,2.8065,0.028484
12.8310,11.1442,2.6177,0.026238
12.8470,11.1442,2.3640,0.023847
12.8620,11.1738,2.1894,0.022657
12.8770,11.1738,1.9795,0.020115
12.8920,11.2036,1.7323,0.017604
12.9080,11.2036,1.4422,0.015123
12.9230,11.2332,1.2394,0.012713
12.9390,11.2638,0.9616,0.009988
12.9540,11.2638,0.8120,0.008269
12.9700,11.2932,0.5357,0.005875
12.9860,11.2932,0.2685,0.003335
13.0010,11.3243,0.0673,0.001406
13.0160,11.3243,-0.2223,-0.001419
13.0320,11.3538,-0.4481,-0.004008
13.0480,11.3538,-0.7017,-0.006306
13.0630,11.3831,-0.9477,-0.008674
13.0790,11.3831,-1.2275,-0.011784
13.0940,11.4144,-1.4157,-0.013864
13.1090,11.4144,-1.6716,-0.016103
13.1240,11.4445,-1.8869,-0.017878
13.1400,11.4445,-2.0525,-0.020509
13.1560,11.4745,-2.2874,-0.022527
13.1720,11.4745,-2.5693,-0.024752
13.1870,11.5043,-2.6878,-0.026790
13.2030,11.5043,-2.9206,-0.028930
13.2180,11.5333,-3.1502,-0.031283
13.2330,11.5333,-3.2645,-0.031794
13.2490,11.5647,-3.4938,-0.034894
13.2640,11.5647,-3.6699,-0.035891
13.2800,11.5940,-3.7886,-0.037137
13.2960,11.5940,-3.9470,-0.039071
13.3110,11.6170,-4.0978,-0.040328
13.3270,11.6180,-4.2008,-0.041830
13.3430,11.6180,-4.3911,-0.043722
13.3590,11.6799,-4.4929,-0.044594
13.3740,11.6799,-4.5607,-0.044963
13.3900,11.7047,-4.6265,-0.045409
13.4040,11.7047,-4.7121,-0.046210
13.4200,11.7057,-4.8089,-0.047714
13.4360,11.7057,-4.8009,-0.047381
13.4520,11.7822,-4.8460,-0.047714
13.4670,11.7822,-4.9669,-0.049373
13.4820,11.8166,-4.9490,-0.048804
13.4980,11.8166,-4.9784,-0.049769
13.5130,11.8166,-4.9184,-0.048377
13.5290,11.8488,-4.8963,-0.048163
13.5450,11.8488,-4.9344,-0.049059
13.5600,11.8793,-4.8940,-0.048721
13.5760,11.8793,-4.7609,-0.046842
13.5920,11.9112,-4.6929,-0.046627
13.6070,11.9112,-4.7090,-0.046687
13.6230,11.9405,-4.6301,-0.045559
13.6380,11.9405,-4.4977,-0.044142
13.6540,11.9705,-4.3971,-0.043867
13.6700,11.9705,-4.2351,-0.041726
13.6860,12.0007,-4.1439,-0.041333
13.7010,12.0017,-4.0263,-0.039923
13.7160,12.0323,-3.7925,-0.037084
13.7320,12.0323,-3.6431,-0.036054
13.7480,12.0627,-3.4626,-0.033984
13.7630,12.0627,-3.3199,-0.032505
13.7780,12.0928,-3.1687,-0.030975
13.7940,12.0928,-2.9293,-0.029117
13.8100,12.1231,-2.7979,-0.027683
13.8250,12.1231,-2.5636,-0.025516
13.8400,12.1554,-2.3444,-0.022709
13.8560,12.1554,-2.1462,-0.021121
13.8720,12.1858,-1.8639,-0.017652
13.8870,12.1858,-1.6888,-0.016480
13.9030,12.2163,-1.4410,-0.014076
13.9180,12.2163,-1.1918,-0.011191
13.9330,12.2474,-0.9547,-0.009434
13.9480,12.2474,-0.7542,-0.006848
13.9640,12.2777,-0.4736,-0.003781
13.9800,12.2777,-0.3046,-0.002232
13.9950,12.3007,0.0093,0.000525
14.0110,12.3017,0.1923,0.002435
14.0270,12.3017,0.4955,0.005880
14.0420,12.3559,0.6881,0.007526
14.0570,12.3559,0.8940,0.009234
14.0730,12.3569,1.1653,0.012044
14.0880,12.3569,1.3885,0.014677
14.1030,12.4193,1.5963,0.016035
14.1190,12.4193,1.8409,0.018938
14.1350,12.4508,2.1114,0.021282
14.1500,12.4508,2.3641,0.023992
14.1660,12.4844,2.5607,0.026519
14.1820,12.4844,2.7253,0.027305
14.1980,12.5164,2.9894,0.030741
14.2130,12.5164,3.1196,0.031786
14.2290,12.5393,3.3557,0.034294
14.2440,12.5393,3.5044,0.035670
14.2600,12.5403,3.6898,0.037676
14.2760,12.6020,3.8926,0.039083
14.2910,12.6020,4.0492,0.040889
14.3070,12.6333,4.1634,0.042410
14.3230,12.6343,4.2532,0.042901
14.3380,12.6653,4.3852,0.044839
14.3530,12.6653,4.5245,0.046071
14.3690,12.6976,4.6482,0.046767
14.3850,12.6976,4.7410,0.047460
14.4000,12.7280,4.7730,0.048695
14.4160,12.7280,4.8945,0.048948
14.4320,12.7290,4.8876,0.049356
14.4470,12.7601,5.0034,0.050296
14.4630,12.7919,5.0657,0.051106
14.4790,12.7919,4.9986,0.050751
14.4940,12.7919,5.0349,0.051092
14.5100,12.8221,5.0005,0.050383
14.5250,12.8231,5.0604,0.050959
14.5400,12.8548,5.0289,0.050555
14.5550,12.8548,5.0085,0.050429
14.5700,12.8860,4.9432,0.050084
14.5860,12.8860,4.8643,0.049389
14.6010,12.9175,4.7808,0.047863
14.6170,12.9175,4.6759,0.046965
14.6320,12.9490,4.6457,0.047201
14.6480,12.9490,4.5237,0.045602
14.6640,12.9808,4.4150,0.045060
14.6790,12.9808,4.2595,0.042733
14.6950,13.0118,4.1109,0.042012
14.7100,13.0118,3.9622,0.039952
14.7260,13.0425,3.8212,0.038525
14.7410,13.0425,3.7156,0.038142
14.7560,13.0733,3.5317,0.035755
14.7720,13.0733,3.3359,0.033585
14.7870,13.1056,3.1928,0.032550
14.8020,13.1056,2.9312,0.029813
14.8180,13.1365,2.7471,0.027503
14.8340,13.1365,2.5206,0.025753
14.8490,13.1675,2.3826,0.023871
14.8650,13.1675,2.0878,0.021283
14.8800,13.1998,1.8566,0.018738
14.8960,13.1998,1.6366,0.017220
14.9110,13.2312,1.4135,0.015115
14.9270,13.2312,1.1782,0.012224
14.9420,13.2626,0.9063,0.009615
14.9580,13.2626,0.7083,0.007296
14.9740,13.2940,0.5029,0.005316
14.9900,13.2940,0.1912,0.001922
15.0060,13.3248,-0.0289,-0.000088
15.0210,13.3248,-0.2769,-0.002693
15.0360,13.3562,-0.5410,-0.004703
15.0520,13.3562,-0.7437,-0.006504
15.0680,13.3880,-1.0591,-0.009826
15.0830,13.3880,-1.2258,-0.012041
15.0990,13.4192,-1.4915,-0.014516
15.1150,13.4192,-1.7478,-0.016601
15.1310,13.4524,-1.9085,-0.018536
15.1450,13.4524,-2.1992,-0.021753
15.1610,13.4835,-2.3302,-0.022837
15.1760,13.4835,-2.5648,-0.024847
15.1920,13.5153,-2.8148,-0.027181
15.2070,13.5153,-2.9537,-0.028945
15.2230,13.5495,-3.1293,-0.031054
15.2390,13.5495,-3.3167,-0.032799
15.2540,13.5902,-3.5137,-0.034903
15.2700,13.6532,-3.6878,-0.036067
15.3790,13.6532,-4.5851,-0.045308
15.3940,13.6623,-4.7214,-0.046342
15.4100,13.7258,-4.7825,-0.046910
15.4260,13.7258,-4.8602,-0.048353
15.4420,13.7586,-4.9082,-0.049038
15.4580,13.7586,-4.9530,-0.049344
15.4740,13.7897,-4.8960,-0.048804
15.4890,13.7897,-4.9520,-0.048824
15.5040,13.8224,-4.9441,-0.048725
15.5200,13.8224,-4.9089,-0.049020
15.5350,13.8545,-4.9473,-0.048924
15.5500,13.8545,-4.8624,-0.048335
15.5660,13.8860,-4.8086,-0.047685
15.5810,13.8860,-4.7934,-0.046952
15.5970,13.9200,-4.7599,-0.047244
15.6120,13.9200,-4.6193,-0.045656
15.6280,13.9519,-4.5044,-0.044585
15.6430,13.9519,-4.4641,-0.044386
15.6580,13.9853,-4.3272,-0.042955
15.6740,13.9853,-4.2264,-0.041796
15.6890,14.0184,-4.0891,-0.040546
15.7050,14.0184,-3.9508,-0.038676
15.7200,14.0501,-3.7851,-0.037595
15.7360,14.0511,-3.6402,-0.035791
15.7520,14.0511,-3.4994,-0.034981
15.7680,14.0831,-3.3060,-0.032923
15.7830,14.0831,-3.0984,-0.030106
15.7990,14.1151,-2.9224,-0.028921
15.8140,14.1151,-2.7450,-0.026789
15.8300,14.1482,-2.4978,-0.024952
15.8450,14.1482,-2.2849,-0.022701
15.8610,14.1813,-2.0391,-0.019505
15.8760,14.1813,-1.8371,-0.018033
15.8920,14.2133,-1.5795,-0.015616
15.9070,14.2133,-1.4175,-0.013188
15.9240,14.2460,-1.1517,-0.010772
15.9390,14.2460,-0.9476,-0.008759
15.9550,14.2778,-0.6681,-0.006217
15.9710,14.2778,-0.4454,-0.004300
15.9850,14.3091,-0.2163,-0.001914
16.0010,14.3091,0.0181,0.000216
16.0160,14.3405,0.2904,0.003524
16.0320,14.3405,0.5860,0.006779
16.0470,14.3722,0.8117,0.008440
16.0630,14.3722,1.0272,0.011193
16.0790,14.4038,1.3120,0.013640
16.0950,14.4038,1.5044,0.015310
16.1110,14.4364,1.7509,0.017976
16.1260,14.4364,2.0090,0.020371
16.1410,14.4680,2.1758,0.022650
16.1570,14.4680,2.3787,0.023787
16.1730,14.5020,2.6666,0.027596
16.1890,14.5020,2.8348,0.028740
16.2040,14.5352,2.9921,0.030898
16.2200,14.5352,3.2668,0.033455
16.2350,14.5352,3.3707,0.033960
16.2510,14.5680,3.6457,0.036801
16.2660,14.5680,3.7277,0.038010
16.2820,14.6023,3.9265,0.040064
16.2970,14.6023,4.0386,0.041265
16.3120,14.6359,4.2297,0.042313
16.3280,14.6359,4.2917,0.043024
16.3440,14.6690,4.5106,0.045993
16.3600,14.6690,4.6236,0.046606
16.3750,14.7046,4.6458,0.046747
16.3910,14.7046,4.7250,0.047483
16.4060,14.7374,4.8533,0.048598
16.4210,14.7374,4.8768,0.049280
16.4370,14.7374,4.9483,0.049665
16.4520,14.7691,5.0390,0.050834
16.4680,14.7691,5.0078,0.050785
16.4830,14.8016,5.0507,0.051369
16.4990,14.8016,5.0237,0.050266
16.5150,14.8345,5.0092,0.050886
16.5300,14.8345,5.0629,0.051258
16.5460,14.8679,5.0282,0.050389
16.5610,14.8679,4.9323,0.049540
16.5770,14.9005,4.8999,0.049010
16.5920,14.9005,4.7953,0.048258
16.6080,14.9321,4.7404,0.048349
16.6240,14.9321,4.6923,0.047882
16.6390,14.9644,4.6194,0.046425
16.6540,14.9644,4.4836,0.045722
16.6690,14.9978,4.4061,0.044868
16.6850,14.9978,4.2571,0.042680
16.7010,15.0299,4.1239,0.042045
16.7170,15.0299,3.9312,0.039990
16.7320,15.0299,3.7924,0.038191
16.7480,15.0620,3.6268,0.036589
16.7630,15.0620,3.4850,0.035764
16.7790,15.0946,3.2214,0.033133
16.7940,15.0946,3.0873,0.030890
16.8100,15.1271,2.8636,0.029085
16.8260,15.1271,2.6899,0.027862
16.8410,15.1593,2.4149,0.024188
16.8570,15.1593,2.2092,0.022613
16.8720,15.1924,1.9722,0.019784
16.8880,15.1924,1.7509,0.018410
16.9040,15.2232,1.5514,0.015981
16.9190,15.2232,1.2883,0.013816
16.9360,15.2549,1.0626,0.011100
16.9510,15.2549,0.7865,0.008314
16.9670,15.2874,0.5746,0.006696
16.9820,15.2874,0.3252,0.004085
16.9970,15.3189,0.0580,0.001387
17.0130,15.3189,-0.1263,-0.000672
17.0290,15.3516,-0.3878,-0.003025
17.0450,15.3516,-0.6237,-0.005693
17.0600,15.3846,-0.8516,-0.008162
17.0760,15.3846,-1.0883,-0.010300
17.0910,15.4175,-1.3226,-0.012713
17.1070,15.4175,-1.6371,-0.016024
17.1220,15.4511,-1.7776,-0.017685
17.1370,15.4511,-2.0631,-0.019677
17.1530,15.4843,-2.2590,-0.022064
17.1680,15.4843,-2.4375,-0.024215
17.1840,15.4843,-2.6832,-0.026182
17.1990,15.5168,-2.9219,-0.028428
17.2150,15.5168,-3.0987,-0.030935
17.2310,15.5503,-3.2992,-0.032084
17.2460,15.5503,-3.4002,-0.033190
17.2610,15.5841,-3.6314,-0.035455
17.2770,15.5841,-3.7766,-0.037290
17.2930,15.6173,-3.9098,-0.038411
17.3080,15.6173,-4.0837,-0.039914
17.3240,15.6492,-4.2421,-0.041879
17.3390,15.6492,-4.3117,-0.042584
17.3540,15.6812,-4.4661,-0.044056
17.3700,15.6812,-4.5054,-0.044134
17.3850,15.7126,-4.6670,-0.046154
17.4010,15.7136,-4.6957,-0.046462
17.4160,15.7456,-4.7316,-0.046620
17.4320,15.7456,-4.8449,-0.047597
17.4470,15.7466,-4.8528,-0.047912
17.4620,15.7777,-4.8841,-0.048410
17.4780,15.7777,-4.9359,-0.048596
17.4930,15.8111,-4.9781,-0.049590
17.5090,15.8111,-4.9814,-0.048933
17.5250,15.8434,-4.9801,-0.049412
17.5400,15.8434,-4.9594,-0.049455
17.5560,15.8667,-4.8811,-0.048764
17.5710,15.8667,-4.8207,-0.047900
17.5870,15.8677,-4.8022,-0.047065
17.6020,15.9331,-4.6983,-0.046370
17.6170,15.9331,-4.6432,-0.045868
17.6330,15.9331,-4.4705,-0.044259
17.6490,15.9653,-4.3748,-0.043495
17.6640,15.9653,-4.2664,-0.042250
17.6800,15.9983,-4.1233,-0.041118
17.6950,15.9983,-4.0328,-0.040099
17.7110,16.0346,-3.9128,-0.038592
17.7260,16.0346,-3.7123,-0.036916
17.7420,16.0678,-3.5487,-0.035234
17.7580,16.0678,-3.3854,-0.033648
17.7730,16.0927,-3.2268,-0.031538
17.7890,16.0927,-3.0652,-0.030164
17.8030,16.0937,-2.8617,-0.028347
17.8190,16.0937,-2.6408,-0.026403
17.8350,16.1480,-2.4286,-0.023648
17.8510,16.1480,-2.2249,-0.022107
17.8660,16.1490,-2.0242,-0.020108
17.8820,16.1798,-1.7345,-0.016847
17.8980,16.2123,-1.5578,-0.015191
17.9130,16.2123,-1.2832,-0.011987
17.9290,16.2435,-1.0963,-0.010065
17.9440,16.2435,-0.8376,-0.007608
17.9600,16.2766,-0.5461,-0.004662
17.9760,16.2766,-0.3758,-0.003653
17.9910,16.3094,-0.0562,-0.000297
18.0070,16.3094,0.1411,0.001598
18.0220,16.3408,0.4219,0.005098
18.0370,16.3408,0.6371,0.007216
18.0530,16.3749,0.8439,0.008869
18.0690,16.3749,1.1203,0.011623
18.0840,16.4080,1.3082,0.013875
18.1000,16.4080,1.5746,0.016541
18.1160,16.4399,1.7897,0.018201
18.1310,16.4399,2.0683,0.020938
18.1460,16.4644,2.2411,0.022544
18.1620,16.4644,2.4558,0.025522
18.1770,16.4654,2.7049,0.027295
18.1930,16.4654,2.8976,0.029904
18.2080,16.5306,3.0838,0.031635
18.2240,16.5306,3.2673,0.032846
18.2400,16.5621,3.5041,0.035824
18.2550,16.5621,3.6712,0.037402
18.2710,16.5960,3.7706,0.038310
18.2860,16.5960,4.0105,0.040163
18.3020,16.6203,4.0714,0.040844
18.3180,16.6203,4.2953,0.043932
18.3330,16.6213,4.4159,0.044195
18.3490,16.6213,4.5302,0.045553
18.3650,16.6849,4.6511,0.046889
18.3810,16.6849,4.7490,0.047994
18.3970,16.7179,4.7610,0.047651
18.4120,16.7179,4.8611,0.048670
18.4270,16.7526,4.9521,0.049873
18.4430,16.7526,5.0185,0.050751
18.4590,16.7775,5.0359,0.050904
18.4740,16.7775,5.0755,0.051660
18.4890,16.7785,5.0846,0.051001
18.5040,16.7785,5.0441,0.051098
18.5200,16.8447,5.0880,0.051146
18.5350,16.8447,5.0378,0.051344
18.5510,16.8778,4.9581,0.050046
18.5660,16.8778,4.9012,0.049783
18.5820,16.9125,4.8986,0.048998
18.5980,16.9125,4.8344,0.048902
18.6130,16.9135,4.7170,0.047935
18.6290,16.9455,4.6598,0.047369
18.6450,16.9455,4.5063,0.045662
18.6600,16.9802,4.4481,0.044979
18.6750,16.9802,4.3240,0.043975
18.6910,17.0137,4.1919,0.042772
18.7070,17.0137,3.9884,0.039996
18.7230,17.0464,3.8417,0.038848
18.7380,17.0464,3.6987,0.037303
18.7540,17.0778,3.5579,0.036232
18.7690,17.0778,3.3290,0.034111
18.7850,17.1132,3.1884,0.032848
18.8000,17.1132,2.9902,0.030867
18.8160,17.1449,2.8121,0.028733
18.8310,17.1460,2.6143,0.026456
18.8460,17.1460,2.4214,0.024533
18.8620,17.1788,2.1858,0.022466
18.8770,17.1788,1.9369,0.019832
18.8930,17.2106,1.6891,0.017383
18.9090,17.2106,1.5064,0.015895
18.9250,17.2425,1.1866,0.012108
18.9400,17.2425,0.9942,0.010815
18.9560,17.2746,0.7599,0.008385
18.9720,17.2746,0.5048,0.005331
18.9870,17.3066,0.2889,0.003869
19.0030,17.3066,0.0095,0.000531
19.0180,17.3398,-0.2522,-0.002296
19.0340,17.3398,-0.4606,-0.003864
19.0490,17.3726,-0.6667,-0.005976
19.0650,17.3726,-0.9146,-0.008599
19.0800,17.4050,-1.1678,-0.010701
19.0960,17.4050,-1.4357,-0.013992
19.1110,17.4415,-1.6269,-0.015344
19.1270,17.4415,-1.8501,-0.017708
19.1420,17.4415,-2.1238,-0.021164
19.1580,17.4743,-2.2960,-0.022781
19.1740,17.4743,-2.5793,-0.025266
19.1890,17.5064,-2.7308,-0.027120
19.2040,17.5064,-2.9137,-0.028536
19.2200,17.5380,-3.1054,-0.030722
19.2350,17.5380,-3.2831,-0.032814
19.2510,17.5706,-3.4479,-0.034411
19.2660,17.5706,-3.6530,-0.035955
19.2820,17.6033,-3.7778,-0.036909
19.2980,17.6033,-4.0071,-0.039748
19.3130,17.6374,-4.0983,-0.040533
19.3290,17.6374,-4.2893,-0.042060
19.3450,17.6702,-4.3412,-0.043249
19.3600,17.6702,-4.4606,-0.044231
19.3760,17.7033,-4.5398,-0.044893
19.3910,17.7033,-4.6459,-0.045846
19.4060,17.7352,-4.7217,-0.046950
19.4220,17.7352,-4.8190,-0.047668
19.4370,17.7374,-4.8105,-0.047301
19.4530,17.7720,-4.8708,-0.047788
19.4680,17.7720,-4.9629,-0.048871
19.4840,17.8045,-4.9779,-0.049529
19.4990,17.8045,-4.9170,-0.048425
19.5150,17.8377,-4.9299,-0.048329
19.5300,17.8377,-4.9244,-0.048586
19.5460,17.8699,-4.9301,-0.049193
19.5620,17.8699,-4.8966,-0.048789
19.5770,17.9041,-4.8090,-0.047827
19.5920,17.9041,-4.7197,-0.047096
19.6080,17.9363,-4.6932,-0.046767
19.6240,17.9363,-4.6201,-0.045315
19.6390,17.9692,-4.4584,-0.043811
19.6550,17.9692,-4.3753,-0.043576
19.6700,17.9692,-4.2803,-0.042144
19.6860,18.0012,-4.0876,-0.040055
19.7010,18.0012,-4.0026,-0.039201
19.7170,18.0347,-3.8131,-0.037278
19.7320,18.0347,-3.7231,-0.037057
19.7480,18.0669,-3.5540,-0.035098
19.7640,18.0669,-3.2854,-0.032829
19.7790,18.0979,-3.1637,-0.031427
19.7950,18.0979,-2.9801,-0.028958
19.8100,18.1303,-2.7944,-0.027888
19.8260,18.1303,-2.5433,-0.025394
19.8420,18.1642,-2.2980,-0.022614
19.8570,18.1642,-2.1042,-0.020428
19.8720,18.1958,-1.9297,-0.019108
19.8870,18.1958,-1.7376,-0.017319
19.9020,18.2292,-1.4681,-0.014113
19.9180,18.2292,-1.1830,-0.010894
19.9330,18.2609,-1.0060,-0.010014
19.9490,18.2609,-0.7037,-0.006442
19.9640,18.2928,-0.5348,-0.004401
19.9790,18.2928,-0.3141,-0.002153
19.9950,18.2928,-0.0561,-0.000228
20.0110,18.3249,0.2348,0.002515
20.0260,18.3249,0.4983,0.005856
20.0420,18.3569,0.7195,0.007469
20.0570,18.3569,0.9592,0.009702
20.0720,18.3885,1.1572,0.012565
20.0880,18.3885,1.4244,0.014467
20.1040,18.4206,1.6096,0.017006
20.1190,18.4206,1.8629,0.018735
20.1360,18.4524,2.1626,0.022179
20.1510,18.4524,2.3136,0.023977
20.1660,18.4769,2.5770,0.025821
20.1810,18.4769,2.7251,0.027815
20.1970,18.4779,2.9854,0.030119
20.2130,18.5423,3.1973,0.032648
20.2290,18.5423,3.3369,0.033974
20.2450,18.5733,3.5666,0.036597
20.2600,18.5733,3.6860,0.037337
20.2750,18.5743,3.8080,0.038666
20.2910,18.6061,3.9851,0.040354
20.3060,18.6061,4.1132,0.041479
20.3220,18.6397,4.2882,0.043566
20.3370,18.6397,4.3947,0.044597
20.3530,18.6716,4.5219,0.045514
20.3680,18.6716,4.6729,0.047242
20.3840,18.6964,4.7188,0.047524
20.4000,18.6964,4.8523,0.048778
20.4150,18.6964,4.8726,0.049312
20.4300,18.7606,4.9316,0.049415
20.4460,18.7606,4.9574,0.050175
20.4620,18.7923,5.0030,0.050392
20.4780,18.7923,5.0719,0.051107
20.4930,18.7923,5.0607,0.051383
20.5080,18.8257,5.0895,0.051693
20.5230,18.8257,4.9945,0.050553
20.5390,18.8594,5.0431,0.050743
20.5540,18.8594,5.0178,0.050261
20.5700,18.8909,4.9050,0.050026
20.5860,18.8909,4.8371,0.048956
20.6020,18.9151,4.7953,0.048109
20.6180,18.9151,4.7334,0.048113
20.6330,18.9161,4.5703,0.046214
20.6480,18.9486,4.5313,0.046015
20.6640,18.9808,4.4421,0.045070
20.6790,18.9808,4.2445,0.042558
20.6950,19.0134,4.1222,0.041597
20.7110,19.0134,3.9723,0.040125
20.7260,19.0453,3.8716,0.039408
20.7420,19.0453,3.6614,0.037519
20.7580,19.0763,3.4961,0.035645
20.7730,19.0763,3.3123,0.034008
20.7890,19.1087,3.1286,0.031669
20.8050,19.1087,2.9315,0.030151
20.8210,19.1398,2.7633,0.028620
20.8360,19.1398,2.4976,0.025464
20.8520,19.1644,2.2660,0.022795
20.8670,19.1644,2.0756,0.021698
20.8830,19.1654,1.8194,0.018274
20.8980,19.1965,1.6480,0.017138
20.9140,19.2292,1.3396,0.013760
20.9300,19.2302,1.1877,0.012639
20.9460,19.2623,0.8633,0.008973
20.9600,19.2623,0.6976,0.007379
20.9760,19.2956,0.4330,0.004739
20.9910,19.2956,0.1657,0.001997
21.0070,19.3309,-0.0907,-0.000698
21.0230,19.3309,-0.3059,-0.002622
21.0390,19.3551,-0.5367,-0.005210
21.0540,19.3551,-0.8298,-0.008218
21.0690,19.3561,-1.0584,-0.010456
21.0850,19.3561,-1.2922,-0.012723
21.1010,19.4181,-1.5495,-0.015344
21.1160,19.4181,-1.7143,-0.016222
21.1320,19.4520,-2.0005,-0.019634
21.1470,19.4520,-2.1736,-0.020854
21.1630,19.4859,-2.4447,-0.024153
21.1790,19.4859,-2.6095,-0.026083
21.1940,19.5105,-2.8545,-0.027856
21.2090,19.5105,-3.0340,-0.029418
21.2250,19.5115,-3.1477,-0.031101
21.2400,19.5115,-3.4146,-0.033899
21.2560,19.5742,-3.5598,-0.035445
21.2710,19.5742,-3.7570,-0.036667
21.2870,19.6054,-3.8468,-0.038126
21.3030,19.6054,-4.0312,-0.040160
21.3190,19.6383,-4.1741,-0.041719
21.3340,19.6383,-4.2904,-0.042825
21.3500,19.6709,-4.4402,-0.043951
21.3650,19.6709,-4.5060,-0.044750
21.3810,19.7053,-4.6010,-0.045884
21.3960,19.7053,-4.7246,-0.046739
21.4110,19.7303,-4.7215,-0.046957
21.4270,19.7303,-4.8100,-0.047585
21.4430,19.7313,-4.8791,-0.047932
21.4580,19.7313,-4.8583,-0.047601
21.4740,19.7945,-4.9148,-0.048609
21.4890,19.7945,-4.9150,-0.048517
21.5040,19.8269,-4.9271,-0.049206
21.5200,19.8269,-4.9124,-0.048784
21.5360,19.8585,-4.9445,-0.048866
21.5510,19.8585,-4.9319,-0.048699
21.5670,19.8830,-4.8513,-0.048061
21.5820,19.8830,-4.7433,-0.047406
21.5980,19.8840,-4.7199,-0.046848
21.6140,19.8840,-4.6188,-0.045617
21.6290,19.9475,-4.5010,-0.044324
21.6450,19.9475,-4.4101,-0.043162
21.6600,19.9818,-4.3573,-0.043138
21.6760,19.9818,-4.1792,-0.040915
21.6920,20.0141,-4.0231,-0.040011
21.7070,20.0141,-3.9596,-0.039185
21.7220,20.0515,-3.7579,-0.037377
21.7380,20.0515,-3.6223,-0.035803
21.7530,20.0796,-3.4712,-0.034234
21.7690,20.0796,-3.2198,-0.031789
21.7850,20.0806,-3.0393,-0.030373
21.8010,20.0806,-2.8687,-0.028469
21.8170,20.1408,-2.6254,-0.025952
21.8320,20.1408,-2.4749,-0.024749
21.8480,20.1408,-2.2589,-0.021726
21.8640,20.1408,-1.9865,-0.019335
21.8800,20.1973,-1.7638,-0.017332
21.8960,20.1973,-1.5097,-0.014363
21.9110,20.1983,-1.2972,-0.012471
21.9270,20.1983,-1.1163,-0.011045
21.9430,20.2616,-0.8695,-0.008369
21.9580,20.2616,-0.5803,-0.005674
21.9740,20.2943,-0.3647,-0.002707
21.9900,20.2943,-0.0872,-0.000783
22.0050,20.3267,0.1589,0.002177
22.0210,20.3267,0.3505,0.003758
22.0370,20.3584,0.6422,0.006425
22.0520,20.3584,0.8578,0.009097
22.0670,20.3829,1.0951,0.011058
22.0820,20.3829,1.3733,0.013961
22.0980,20.3839,1.5908,0.016078
22.1140,20.3839,1.8060,0.018291
22.1300,20.4470,2.0554,0.021261
22.1450,20.4470,2.2363,0.022755
22.1600,20.4810,2.5080,0.025151
22.1760,20.4810,2.7174,0.027379
22.1900,20.5145,2.8746,0.029601
22.2060,20.5145,3.0638,0.031098
22.2210,20.5464,3.2922,0.033086
22.2370,20.5464,3.4151,0.035010
22.2530,20.5784,3.6034,0.036494
22.2680,20.5784,3.8022,0.038920
22.2840,20.6115,3.9238,0.040102
22.2990,20.6115,4.0452,0.040716
22.3140,20.6442,4.1907,0.042619
22.3300,20.6442,4.3048,0.043251
22.3460,20.6455,4.4759,0.045171
22.3610,20.6773,4.5592,0.046010
22.3760,20.6773,4.6802,0.047368
22.3920,20.7100,4.7518,0.048133
22.4060,20.7100,4.8720,0.048950
22.4210,20.7430,4.8749,0.049088
22.4370,20.7430,4.9791,0.049942
22.4520,20.7750,5.0135,0.050588
22.4680,20.7750,5.0632,0.051107
22.4830,20.8074,4.9953,0.050699
